name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating
Golden Sea Hotel Bãi Cháy,No link,No description,89470570000,"Sun World Halong Park, Cat Bi International Airport, Nhà Hàng Long Hải",No class,"https://lh5.googleusercontent.com/p/AF1QipMx4ums9ggtmfaxX0ljM0wbcdArxYYEaioJ3dU=s10000, https://lh5.googleusercontent.com/p/AF1QipNYTPC0IfD1WbiqjW-sUXkDCNB_vqIIp6tnw68=s10000, https://lh5.googleusercontent.com/p/AF1QipPHEel-hqyuuAv1-0Eue2c2cYyu0AFN8mQwwWY=s10000, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/74195605_z.jpg, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/0beb72d9_z.jpg, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/2b342ec7_z.jpg, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/04735f17_z.jpg, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/w1202h2030x0y0-247bfdb7_z.jpg, https://images.trvl-media.com/lodging/95000000/94900000/94890700/94890646/f4d78623_z.jpg",3.4
Sunland Halong Hotel,http://sunlandhalonghotel.com/,No description,114529905000,"Bãi Cháy Beach, Cat Bi International Airport, NHÀ HÀNG HẢI SẢN PHỐ",No class,"https://images.trvl-media.com/lodging/97000000/96400000/96397300/96397237/ab9ce22c_z.jpg, https://images.trvl-media.com/lodging/97000000/96400000/96397300/96397237/71c5a104_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPW_w6v5gqzhvTOvMul0jHWNVyg8cw0MBFZZEyb=s10000, https://lh5.googleusercontent.com/p/AF1QipMrzTa9N8q0egSyK60KSzhnQ2425AkWaUDmRKoP=s10000, https://lh5.googleusercontent.com/p/AF1QipMEnjkPT-pg13lUfAHoqlyFmP_KMwpxjZQxqC3x=s10000, https://lh5.googleusercontent.com/p/AF1QipOxxA9xA6ahp665DwZ6_5qzGO8bSbfc2EXV5HoP=s10000, https://lh5.googleusercontent.com/p/AF1QipM6nWKvsmLv5GfXecKucJQKHShxoaY0DDpeXBzV=s10000, https://lh5.googleusercontent.com/p/AF1QipP1GLIAghJzzwWC-XdM5aV2VocOFHosNCNjz-Cm=s10000, https://lh5.googleusercontent.com/p/AF1QipPLkX-MKHWOKgMk_7DoENdUwQfza6wguaDbW48_=s10000",3.5
Muong Thanh Grand Quang Tri Hotel,No link,"Relaxed rooms & refined suites in an upscale hotel offering all-day dining, 2 bars & a spa.",245261660000,"Công Viên Lê Duẩn, Đông Hà, Hue Phu Bai International",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPPl5iUxvvsCUqZuLSeTwYu0cAahWTKDtRIlTr2=s10000, https://lh5.googleusercontent.com/p/AF1QipPIM-PMxKdLKtsh-b7-btaWbeq90UVl_cB6gax7=s10000, https://lh5.googleusercontent.com/p/AF1QipPkxANqzNxBNb6oq-5FEF0IBbp8spVkjtQWdTMN=s10000, https://lh5.googleusercontent.com/p/AF1QipNTdcLZKbhhcbxl7IGNQhj2cZqxc3Ts199riPUQ=s10000, https://lh5.googleusercontent.com/p/AF1QipO5Clz2B3DjG69ckxTMEk_x8m7cFAOOrYVfHbiL=s10000, https://lh5.googleusercontent.com/p/AF1QipNYv4Ply3KSzShltenLRzYOJ_UcSFkVxBK-lKNB=s10000, https://lh5.googleusercontent.com/p/AF1QipNKFfoklHWVCw52NL_zdrsFCBjP0EyaD2p7bIv-=s10000, https://images.trvl-media.com/lodging/10000000/9540000/9533300/9533234/29d16f8b_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNzofcrDdBI82TXmm53OlGQFknoOwHVy53y-DCd=s10000",4.6
Khách Sạn Golden Quảng Trị,https://www.facebook.com/khachsangoldenquangtri,No description,158529455000,"广治省博物馆, Đông Hà, Hue Phu Bai International, Tân Châu Palace ( tân châu 4)",No class,"https://lh5.googleusercontent.com/p/AF1QipN8RfQoI_ZukhOvB-jzj_MEeKzxob48Xn_ZwmMB=s10000, https://lh5.googleusercontent.com/p/AF1QipPZezRXEzlZB0ONFz9iF7eW_obiA1dQfSdObyDU=s10000, https://lh5.googleusercontent.com/p/AF1QipNzDx70W4XKPBLT3GsG6cBN2Bb19t3cg8SYpcjA=s10000, https://lh5.googleusercontent.com/p/AF1QipMnNgydF4uNitMErzaXldLtfVy1JqyYxAasz96P=s10000, https://lh5.googleusercontent.com/p/AF1QipPpD7mqFB4e6fyGpG7K0KRtnSQpQxyOJbCaHkgm=s10000, https://lh5.googleusercontent.com/p/AF1QipO6aYH_3r0wIpbCh0YAYm7one4IkS5AVcDscefJ=s10000, https://lh5.googleusercontent.com/p/AF1QipNTVE1Dwt2IcbwgotnHC4rwVzYilrDuFFDkya7D=s10000, https://lh5.googleusercontent.com/p/AF1QipPBV8qamNp4_meV8EFsXQkhqvz0grQY4mnGo0fZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOkEriCsdUmh1FQ5xjy6NlMCfS-YNZW4BLG4yzL=s10000",4.0
Sai Gon Dong Ha Hotel,http://saigondonghahotel.com/,"Warm rooms & suites in a relaxed hotel offering restaurants, a pool & a terrace with sunloungers.",161805105000,"Công Viên Lê Duẩn, Đông Hà, Hue Phu Bai International, Nhà Hàng Trâu Sóng Chiều",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMYSuQ4vzfZ3DbwdjoV-2c7sDVIIwgYSrbdyy1Y=s10000, https://images.trvl-media.com/lodging/6000000/5340000/5330700/5330633/1b96f413_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOJINr87nk6OYZCF0ZHN3_FmR5uvkRqGDO6cQaY=s10000, https://cdn.worldota.net/t/1024x768/content/2a/a5/2aa50687e4771687225e8847945154f5a1a74448.JPEG, https://lh5.googleusercontent.com/p/AF1QipNiVbo0D-9FYuzIVMKjVX0O3IQEFupGmIEE9lGq=s10000, https://images.trvl-media.com/lodging/6000000/5340000/5330700/5330633/05846568_z.jpg, https://lh5.googleusercontent.com/p/AF1QipP-DitTdW18a7UcoDR_2wThZ2oCiKw161QxafAA=s10000, https://lh5.googleusercontent.com/p/AF1QipOjw-fzxVSsJZyYku4__O_DKc44HYdJPhIjGp-O=s10000, https://lh5.googleusercontent.com/p/AF1QipN5QRNdHtAvML1LQxLCmsF-JwmAtWkaica0G3GL=s10000",4.3
Homestay & Hotel Concept Maison,https://bookhotel.kiotviet.vn/conceptmaison,No description,110127500000,"Công viên thể thao Vincom Royal Park Đông Hà, Đông Hà, Hue Phu Bai International, Nhà hàng PHƯƠNG ĐÔNG BBQ",No class,"https://lh5.googleusercontent.com/p/AF1QipMCrq_qlI6Z7yaV4ngXsOAy2Ikk8QmzAP4pXBHt=s10000, https://lh5.googleusercontent.com/p/AF1QipPtLPnot87_ATElmtdZKSRWV2wTgDK3imnbxs0_=s10000, https://lh5.googleusercontent.com/p/AF1QipMShpB7vKrGl17zzbxunT4PrLshM5u9ez9ifuX0=s10000, https://lh5.googleusercontent.com/p/AF1QipP9d5JRd8mxxzIZ7drCGlv5woG39_b66Gv6cYaC=s10000, https://lh5.googleusercontent.com/p/AF1QipNJImzYJdf4Amzwo12L0IgeyMsD1FmiJ0s9Mh01=s10000, https://lh5.googleusercontent.com/p/AF1QipO33FPYP_osk84bVrzzC8D9siYPV0tLUcTS7mkG=s10000, https://lh5.googleusercontent.com/p/AF1QipP2Zc4iRilLPgn1zK_8jqzwKxCmYBuXz6F0v8OX=s10000, https://lh5.googleusercontent.com/p/AF1QipOLvkPTpl5O3CeSRcOCQVYoKI6uloI4ebYC5ou0=s10000, https://lh5.googleusercontent.com/p/AF1QipNVwD1zBoeMasp5dur-bbfgfPb9LIcHtTceytd5=s10000",4.3
An Hotel,No link,No description,0,"Pilgrimage Center of Our Lady of La Vang, Hue Phu Bai International, Nhà Hàng Ngân Y",No class,"https://lh5.googleusercontent.com/p/AF1QipONgE1o4mQYUKLbXRVz72IR-JbAtyb2lTH_RdSJ=s10000, https://lh5.googleusercontent.com/p/AF1QipMKuh-CL8HyEO2nup0gYQTKFBB7v9jMZ26TcQyD=s10000, https://lh5.googleusercontent.com/p/AF1QipNmy2d6T97KjWjUeFUJeOeTP73jJIsjLL8X75nd=s10000, https://lh5.googleusercontent.com/p/AF1QipMtMAvABtnNB5g_aoJoufA5b4jLE0rm7kEs1XN_=s10000, https://lh5.googleusercontent.com/p/AF1QipMDjYCWHTOp_O3wGlC-cndf_3wzQOhvMmCT-vnb=s10000, https://lh5.googleusercontent.com/p/AF1QipMxc2LYo2afz-tPqAXFjNGL1pcCQetLVinPlzvo=s10000, https://lh5.googleusercontent.com/p/AF1QipN7aWFJvMqgxC8wwMq3F3gY4Z4YDsSPWKsv10p5=s10000, https://lh5.googleusercontent.com/p/AF1QipNwE2BvzqqhMjpHIftlnsVSq1K4RccWajXCmxUp=s10000, https://lh5.googleusercontent.com/p/AF1QipO5vHqaf4I-v8C___PoXYNrQwpWqnbwuYXO7Nzu=s10000",3.3
ECO HOTEL Hai Lang,https://www.facebook.com/ECO-Hotel-1987241761401932/,No description,0,"Hue Phu Bai International, Nhà hàng KING BEER",No class,"https://lh5.googleusercontent.com/p/AF1QipN6UFnrOO84bLU-ecY-Xsp43XzL4YVdVpAWZzca=s10000, https://lh5.googleusercontent.com/p/AF1QipMjXhxzwgdoxf0htQmkk8YR9LHrVP2BUkQ8DPNm=s10000, https://lh5.googleusercontent.com/p/AF1QipM0lw1iyu5Lo8Yr99uI5CheGc8bpj00VyCEC9J-=s10000, https://lh5.googleusercontent.com/p/AF1QipOT3lXidzDuSz5_dF3GbdpVfbPXeot6SsT7swFW=s10000, https://lh5.googleusercontent.com/p/AF1QipOXO2m8lTf8T_PqLGSXnhav8Ztnz4byQKAmtmnF=s10000, https://lh5.googleusercontent.com/p/AF1QipN7i-yMCkaUJxamMOAZMuI0xy038ACrBuuuQanw=s10000, https://lh5.googleusercontent.com/p/AF1QipOjdwJzmucO3VEcYwiM4z2iD7BaTleHOxvXpItI=s10000, https://lh5.googleusercontent.com/p/AF1QipPWGnX2zTcc-lo1_CN2bLt71jlS1oeioEY7xu0f=s10000, https://lh5.googleusercontent.com/p/AF1QipNFmKzpXwX9VD-t4B1KyXdKp-z7F2YFgfPFyDnP=s10000",2.9
Nhà nghỉ Pháp Vy Hải Lăng,https://l.facebook.com/l.php?u=https%3A%2F%2Fbooking.getbestbooking.com%2F%3Fht%3D5945%26lang%3Dvi-VN%26curency%3DVND%26fbclid%3DIwZXh0bgNhZW0CMTAAAR0tyb5fZR8IJwZfD6Y0mOMLagrcFu5I0quYHi9pkky3Di5gE52hkqrkKCM_aem_fCt2PqK_OpgE4pjupn30pg&h=AT35erKq4ghN0FtywGFDFLNqjn8hVpMAWH9E4tRK3yMMNoM8Aje2xUO63WzgydKDakFEt9sJ3rG3uNvc0PGP_kG4RySV8l8hZ0G3cEPFx2Puyq4ghOQzFiwISP2L3EpwVCIjUQ,No description,49000000000,"Hue Phu Bai International, Nhà Hàng 188",No class,"https://lh5.googleusercontent.com/p/AF1QipNPWAxYCA9i8w0p4hxEQ_-TEp7jkczjj4kxAmdz=s10000, https://lh5.googleusercontent.com/p/AF1QipNI1e5Xizr7mfAeWuvANeGSkP66ojPBbF2EtQ1m=s10000, https://lh5.googleusercontent.com/p/AF1QipMJlXqYWQsNE0JPv0L4LWFKELAUvx-QkYHcUiVp=s10000, https://lh5.googleusercontent.com/p/AF1QipOLcf3B1AzS5E41bUu7t4hvInxrOGTXHm2J6Wa5=s10000, https://lh5.googleusercontent.com/p/AF1QipOFoDtrFT6LbXbCEaYD-EQVTFmvk-KOVNuXvhA_=s10000, https://lh5.googleusercontent.com/p/AF1QipPpfXKGSmkC5XYS-dGebS4WA2zGYDVhgKbFDQuQ=s10000, https://lh5.googleusercontent.com/p/AF1QipOKEv008hhslSn-gLvYDPjHLvR0v3_osqPLpi06=s10000, https://lh5.googleusercontent.com/p/AF1QipNA3yijwgDRqyvrytyVYClNqtg3XhAnLA55hTi3=s10000, https://lh5.googleusercontent.com/p/AF1QipOK-0A2f6hkjG3U-EMZifXfm6TwtQwMlQljZe8P=s10000",3.1
Khách Sạn Hữu Nghị,http://huunghihotel.com.vn/,No description,0,"广治省博物馆, Đông Hà, Hue Phu Bai International, Phuong Que Restaurant",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPrX-YaGKWWvyJnN2MjSaaMdLqLKr89D4VTby8h=s10000, https://lh5.googleusercontent.com/p/AF1QipNWrLHubBV7QQHsC9lhNdQ1nWk7-hs6iydwisIT=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e8/16/bb/huu-nghi-hotel.jpg?w=1900&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0f/fc/f0/huu-nghi-hotel.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPR-x1qiM0Y7U09jFaeSK07slbspODHG64QUWCv=s10000, https://lh5.googleusercontent.com/p/AF1QipOqF0wAWx__LyXTiU1xT0cT-xg_C5sGMNgdnQoq=s10000, https://lh5.googleusercontent.com/p/AF1QipMOiijhhPVvL9Dr37mqNyMyM3quT46uprX2J19F=s10000, https://lh5.googleusercontent.com/p/AF1QipNav6SoUiYgPV-k0V6ol0kcIzcyQIaeo519ZUw1=s10000, https://lh5.googleusercontent.com/p/AF1QipPvygdP6RhDjYvQ20ZR1MA-TaTS3K3Ac5fIgbST=s10000",4.3
"Khách sạn Khải Hoàn - Địa chỉ khách sạn uy tín, view đẹp giá rẻ tốt nhất tại Đông Hà Quảng Trị",No link,No description,0,"广治省博物馆, Đông Hà, Hue Phu Bai International, Seoul BBQ Korean Restaurant",No class,"https://lh5.googleusercontent.com/p/AF1QipMOdeaNWm8ogiagpK1Ot-2wylCJ7dJJVuYVtiS7=s10000, https://lh5.googleusercontent.com/p/AF1QipOiFoAnbyDkQUKcybiuj8qM-C17gycz8PTUsq09=s10000, https://lh5.googleusercontent.com/p/AF1QipORACSW4xkVjjB287webFsYvxXjEqDt-bCHc4xy=s10000, https://lh5.googleusercontent.com/p/AF1QipMvcxqXV9PdWCxSjo1SeGP9hh9jhS8oOfbhRIqb=s10000, https://lh5.googleusercontent.com/p/AF1QipOFcP8ZuUJp2vPO57JrQC9LvVXlS6MFNk7HHXNc=s10000, https://lh5.googleusercontent.com/p/AF1QipNxeO4gTJejY-vTn5Jy3rfrLNvdncREYAPo_NpC=s10000, https://lh5.googleusercontent.com/p/AF1QipPjhcWmlsDZaOPLWDo3t3FWVVjWElBSJMxxCBwr=s10000, https://lh5.googleusercontent.com/p/AF1QipOXPucnGTvw7aq2bE9op-59t2CNN2hdk4M8z3IG=s10000, https://lh5.googleusercontent.com/p/AF1QipPp4HieEB78UPNroYCC8TSrlDbQOx5pu8rjaRDC=s10000",4.5
Khách Sạn Như Mai,No link,No description,94322060000,"广治省博物馆, Đông Hà, Hue Phu Bai International, Tân Châu Palace ( tân châu 4)",No class,"https://lh5.googleusercontent.com/p/AF1QipNFi6MIYszwND92nNOrFYXHnEb7PjxZm8MCssUe=s10000, https://lh5.googleusercontent.com/p/AF1QipPV1URDxPi48Jz7mUyGM7SsMVw1NPmRoxMhMQj0=s10000, https://lh5.googleusercontent.com/p/AF1QipMuHMbUGsayQVX0bcgPmLY1eqxHvZ73jRGww2K7=s10000, https://lh5.googleusercontent.com/p/AF1QipM4IXJQaOqqIzdYvc0CiW_BkrQwd4tHFvGgWI8p=s10000, https://lh5.googleusercontent.com/p/AF1QipM8HGBd_fpECQDdsDmYpzH0E-e3fxoDqEyst0pQ=s10000, https://lh5.googleusercontent.com/p/AF1QipMRuH2x-urBtEBjhPb10w5thFDw8V8Tff356GWw=s10000, https://lh5.googleusercontent.com/p/AF1QipM7xW1TfWdsvWeQ-qZ2LIUAuAeYBc-C6Wa9_34h=s10000, https://lh5.googleusercontent.com/p/AF1QipODjHmBJpaopl392l8pfqt-e1ISiUohnw9-owZv=s10000, https://lh5.googleusercontent.com/p/AF1QipNAx3gllV_xh998sW6scToifv3z5D30yxPCDuW5=s10000",4.3
Khách sạn Phụng Hoàng,http://www.phunghoanghotel.com.vn/,No description,83643490000,"广治省博物馆, Đông Hà, Hue Phu Bai International, Quán cơm Tân Châu",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipM0ZoxJsK0bzIhViqUHmThD9jrRYldGEklvor3D=s10000, https://lh5.googleusercontent.com/p/AF1QipPAOkA-8xwdesOK9NpHVzUu84kONTu-XkSQtS5J=s10000, https://lh5.googleusercontent.com/p/AF1QipMVtZxFtZPBQbh4U5VkLsif2-HuXuyM4lpVEXTK=s10000, https://lh5.googleusercontent.com/p/AF1QipPpvXxtMbc4vo24oCA9yHYEai5Ciz_aid2jlaEl=s10000, https://cdn.worldota.net/t/1024x768/content/d9/da/d9dad2439245bd238668f614cc5eafd83e02b755.JPEG, https://lh5.googleusercontent.com/p/AF1QipN8EETj0jF8F-GR6nMkaXS1_jM4xHP8L8ToxBcM=s10000, https://cdn.worldota.net/t/1024x768/content/7c/68/7c6876a39e7304f471b9e88bcd67fd9e967b61a0.jpeg, https://cdn.worldota.net/t/1024x768/content/ab/ca/abca302d5cd69706a25c9ff1f4813102f1e71117.jpeg, https://lh5.googleusercontent.com/p/AF1QipOei2fb8JBadAUEXxiyxiGvGB75V4vamFUlqNBC=s10000",4.3
Mekong Hotel,No link,No description,0,"Công Viên Lê Duẩn, Hue Phu Bai International, Quán Cơm 62",No class,"https://lh5.googleusercontent.com/p/AF1QipMCGRiRC7Ju3jlHs0uCY5Qn77_dKnTrvTLMmiib=s10000, https://lh5.googleusercontent.com/p/AF1QipO3MHcVo1G-ryJJ1ylj8QhJs6M_PFqFcbRkIpAJ=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2f/52/ba/khach-s-n-me-kong-2.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/15/0c/20/lunch-med-min-guide-och.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/15/0c/4b/man-bestaller-in-olika.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipNmexwDOQ15xFUpkhLBE_gz8AgUuS3G1SsAlnM1=s10000, https://lh5.googleusercontent.com/p/AF1QipObQNBBGHsauLmwffWSLGVr7naBp1OCooUUvn_z=s10000, https://lh5.googleusercontent.com/p/AF1QipMSx6GWf-0k0jVP_UCXQt3e14wHDF1M0EcJ4kzh=s10000, https://lh5.googleusercontent.com/p/AF1QipPNyg-k9_6YyqNX2_WA9xXvgA2T9a3K9dAwTxhg=s10000",4.4
Nhà nghỉ Hòa Phượng,https://www.facebook.com/hoaphuongmotel/,No description,46305000000,"广治省博物馆, Hue Phu Bai International, Quán ăn :THU HOÀI",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOj4Dk_eBeYa49eT_6rOCkYYOXuIJw6x9Qq2b7Y=s10000, https://lh5.googleusercontent.com/p/AF1QipMW5bFDkTwu-TH5zBnq4qWsvjJuXDWKVenFDPYe=s10000, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7SenKlFxtDdM8p4r3hX7bnvkYpe_hk50rpsuyE_UtKBMoVL9SsUH0HIy3BkKoslEacY0SuP67Yt5BsuK42VwqTET0md5aruTLxtTGKuNfxN1S1m6H37i9ptHOKIk9F.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b9/a2/1d/amazing-family-run-homestay.jpg?w=1300&h=700&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b9/a2/20/amazing-family-run-homestay.jpg?w=1200&h=900&s=1, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul3SenKlFxtDdKzsQJPRXqv0SqM8h4rzuC49adnOGQlcMoTRKJz4pYMTY8x-hcwxYmOz-Fpl0zSmX3NxkwOQc1x35AULnXSKy-BpAUiTD2vyoc9BZyXCyXZG7m7pmfE=.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7SenKlFxtDdLV8jgcaRmgymq-CdvGw-5g75armcgEO4Sq6WZZc72YHKCfoLfqYbn4y27vnEOqYzx31BtAxkSnPimdNBvg3g-5JKYxK0dNXJA5yKqSgc6RFvZilLCII.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7SenKlFxtDdJEbKLv3NKsK9Yzky_0c70V71tcspIP4qTIZlx93wSmwbglYbP3HwzqUDiO5gis4FhXb33Ns_1fu6hbyc5I-RT4Xb87kHe0S4QT8y8dx9gza7SzS8sz8.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b9/a2/23/amazing-family-run-homestay.jpg?w=1200&h=900&s=1",3.0
THÀNH VINH HOTEL,No link,No description,0,"Công viên thể thao Vincom Royal Park Đông Hà, Đông Hà, Hue Phu Bai International, Nhà Hàng Lộc Hương 2",No class,"https://lh5.googleusercontent.com/p/AF1QipP2Fqc5Mk4K6-YK_kF60IwrW1sVt1cjp4T2jk2H=s10000, https://lh5.googleusercontent.com/p/AF1QipPOnK_g2FodRPFJKqz4lGcR-20ZjshBdDD_PMKs=s10000, https://lh5.googleusercontent.com/p/AF1QipP7rkVHfW98bB4uKS-yQm055J7Ff2AuVvgbEgok=s10000, https://lh5.googleusercontent.com/p/AF1QipOD2guszNwg_cj5cBkYoANW9VzgGPMZHJScoAWO=s10000, https://lh5.googleusercontent.com/p/AF1QipPn6PxGGnDwq3xsqlPnxM4MIDrKneDbH_42ix-8=s10000, https://lh5.googleusercontent.com/p/AF1QipPvPF6HTbmi37Mu2jcc--khxGzfuQK6KQQBO1JC=s10000, https://lh5.googleusercontent.com/p/AF1QipNrUUk4lRTHRUb78wp9Nf_dfKz4pXiwUQUO4K_3=s10000, https://lh5.googleusercontent.com/p/AF1QipNJa8ftipjhPEegRb3eghWrGGODVZ_nmijx51oY=s10000, https://lh5.googleusercontent.com/p/AF1QipNVDpTdh9YoJLBVfsdsKZb0NaHLi4VRtWrTtQIK=s10000",4.3
KHÁCH SẠN VINH HOME,No link,No description,0,"Công viên thể thao Vincom Royal Park Đông Hà, Đông Hà, Hue Phu Bai International, Thành Choy Salavan",No class,"https://lh5.googleusercontent.com/p/AF1QipMUNUB-H5MXc9rO0RD6yuKU7qbsDkkNfX5Cu8h-=s10000, https://lh5.googleusercontent.com/p/AF1QipP3NJRGWDetM1YkzA0NO7SvJYUPTzViTGSBOYnN=s10000, https://lh5.googleusercontent.com/p/AF1QipPmnTFZLp2HcmPzZq6SpWGwLb5rey733yhAa-jU=s10000, https://lh5.googleusercontent.com/p/AF1QipMcim0JXqpdWGyptHTkJe2JrcgHuhvFxMEGAK8u=s10000, https://lh5.googleusercontent.com/p/AF1QipPsfLpB8PAugL1NNSEm1Acel4XwBv--srETRGtX=s10000, https://lh5.googleusercontent.com/p/AF1QipOPb6zgzPBLRVC15glOSWcLYFvdcDg3As9yNQfQ=s10000, https://lh5.googleusercontent.com/p/AF1QipM_F9JKBIygKXRSbrotBktmHsTlsxT7a7CbEnZX=s10000, https://lh5.googleusercontent.com/p/AF1QipNCUrOcOzwEfTbFgxF8A70hByGGPMCLn364-k0i=s10000, https://lh5.googleusercontent.com/p/AF1QipN7aQmCJe0pV5PHMi_Q8iyKAk8g2BoJ8qIBlhtX=s10000",4.3
Khách Sạn Nam Đông,No link,No description,78395100000,"广治省博物馆, Đông Hà, Hue Phu Bai International, Nhà Hàng Sông Lam",2-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPfftSKPA87D6qyk1nAVW2_cNBpdCTnRpf82-T-=s10000, https://lh5.googleusercontent.com/p/AF1QipP0uIVZjFpwMUSwVI6spXnMZqXYr3aNUeqrv0N8=s10000, https://lh5.googleusercontent.com/p/AF1QipOa5mHd641eUytrpqeMGfMu8XDICNJ6NWiJgznE=s10000, https://lh5.googleusercontent.com/p/AF1QipNbdu0PZoSaK3tIpcKKg-jpdTKau7CLZOdNOkkP=s10000, https://lh5.googleusercontent.com/p/AF1QipPJbHjqtLXVa2hPaANK3nSJYDDTggjHurMymRLX=s10000",3.9
Le Chung Mansion,No link,No description,98000000000,"Di tích Lịch sử Thành cổ Quảng Trị, Hue Phu Bai International, Nhà Hàng Hồng Hới",No class,"https://lh5.googleusercontent.com/p/AF1QipMLuLPDEXFD_YiSgd9XDAUKtTAwaIGK8SW39Lvn=s10000, https://lh5.googleusercontent.com/p/AF1QipNH6HCPYEUk6Bf4gPd1ZvPto6wsY1t2k8QmoAlT=s10000, https://lh5.googleusercontent.com/p/AF1QipNEeMGnZqadHIMybrGey9Zub2n5sWM7qAL4FEIb=s10000, https://lh5.googleusercontent.com/p/AF1QipP4vsgrE4M8S5ZmG_9z8oVczosODTmsspy4lbRI=s10000, https://lh5.googleusercontent.com/p/AF1QipMBo26fiA-CGMsemmF8YzKpv31XDD4E-4S8iSaS=s10000, https://lh5.googleusercontent.com/p/AF1QipO-c1c2u4WU_aZuvyflKjzThrBC-A3INIdSpSYu=s10000, https://lh5.googleusercontent.com/p/AF1QipPR0ed94UDry1FLIEo2fBJvFe73VdlGrCb20a6l=s10000, https://lh5.googleusercontent.com/p/AF1QipOVArF8rtqnxRaFSNFUnx5lb8ycimEg8ZzF2VKV=s10000, https://lh5.googleusercontent.com/p/AF1QipNtrR70KxupxDz0068xPUI8__Sd8lO5R7x1P2-1=s10000",3.1
Nhà nghỉ Phương Đông,No link,No description,48510000000,"Công viên thể thao Vincom Royal Park Đông Hà, Đông Hà, Hue Phu Bai International, Nhà Hàng Lộc Hương 2",No class,"https://lh5.googleusercontent.com/p/AF1QipPZ2resJ29ctRDDjXaPbvRG05NxqEiJz_GHYhSE=s10000, https://lh5.googleusercontent.com/p/AF1QipNB0PLYvDDR4VdQKqklzv9czZRwkAOP7vo0t1ip=s10000, https://lh5.googleusercontent.com/p/AF1QipN8m7J7SPg8FohL2pQ0M0Zd-W79Mo-bHYAFo5Vf=s10000, https://lh5.googleusercontent.com/p/AF1QipOV2bzrzjoDDLjCYg5llQCztkWhMeiIO5iRSegI=s10000, https://lh5.googleusercontent.com/p/AF1QipOy7P1oDOXVvRZMMSeYj4FKiz0XRjF9IfeBwwKj=s10000, https://lh5.googleusercontent.com/p/AF1QipMZkHLll87N52aXVCCriGb04WALKCvalPIIizYl=s10000, https://lh5.googleusercontent.com/p/AF1QipMRmdFu8Qb8Hupwyp6_mX8e7sRAJuObPXxfKnBs=s10000, https://lh5.googleusercontent.com/p/AF1QipPIEesFgBMYEbfOwQWOVAToXphhQUzsxAazPu-I=s10000, https://lh5.googleusercontent.com/p/AF1QipPgaSEzsseEk3hzVxcVJP-EoxK9c0L2YhVo1wWk=s10000",4.2
Nhà chúng tôi luôn đón chào bạn.,https://www.bluepillow.com/search?p_id=589de3d87c00cb10c8d92bd2&dest=ago&cat=Vacation rental (other)&accomodationids=655201311811a9820ebfd0b3,No description,96415585000,"Đông Hà, Hue Phu Bai International, Phở Gà 44 Chu Mạnh Trinh Restaurant",No class,"https://pix8.agoda.net/hotelImages/37313550/0/03bf5a5c4dd92303023d3dd95f2d49f3.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/37313550/0/ba159960ee9bc37df4f61f1320c7f907.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/37313550/0/ce9ef4046335dd2cc0ef040c18ed11de.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/37313550/0/85392bde8acfcc732465e10288c3be70.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/37313550/0/13db98d828c78fbe3c30229985e644e3.jpg?ce=0&s=1024x",4.4
